psc,rod_cislo,meno,priezvisko,cislo_obcianskeho,ulica,id_osoby
04961,890201/5775,Norbert,Michalik,PF770033,Nandraz,1246
97697,845106/4808,Vanda,Hanakova,GL648637,Raztoka,1247
07801,995510/2391,Alexandra,Gavornikova,WT186120,Zbehnov,1248
04481,030115/3171,Norbert,Miklik,NE871577,Trebejov,1249
03822,845414/9720,Vanesa,Droppova,IN308883,Kalamenova,1250
07216,785621/6027,Terezia,Kobielskova,BN150777,Vrbnica,1251
04481,710901/9872,David,Dudok,KY337167,Trebejov,1252
03848,755706/8501,Vieroslava,Brabecova,FV328572,Horny Turcek,1253
07653,711224/9151,Timotej,Gregor,AL263765,Zatin,1254
01354,945120/1000,Dobroslava,Molnarova,OI083863,Babise,1255
07601,886016/9197,Lenka,Magovaarova,IK447708,Zemplinske Hradiste,1256
90044,756007/8335,Ema,Brezinova,HU728742,Tomasov,1257
01342,795116/9764,Anastazia,Bilkova,QN440333,Horny Hricov,1258
99122,985708/4383,Miloslava,Martinekova,JE277256,Mula,1259
97401,826114/8102,Patricia,Klimacekova,GE526405,Riecka,1260
97644,750611/3802,Pankrac,Macek,KV485367,Myto pod Dumbierom,1261
90021,965514/9709,Xenia,Kralovicova,HN544341,Svaty Jur,1262
90031,770312/3136,Emil,Madej,YS354800,Stupava,1263
01004,725726/7125,Ludomila,Kokova,GE312178,Bitarova,1264
03482,850608/2555,Drahoslav,Franko,MM753282,Kalameny,1265
01306,730118/5559,Vitazoslav,Jendek,LC140440,Horna Tizina,1266
02302,836105/1900,Kvetoslava,Baloghova,PJ552167,Kalinov,1267
04913,770504/1702,Bohumir,Czibula,DN535723,Novacany,1268
07683,725111/1400,Adriana,Capkovicova,ZX682851,Vojka,1269
04426,880407/3482,Cyril,Hilmer,EA301546,Stos,1270
07231,876230/4851,Andrea,Jurkovicova,MF171563,Trnava pri Laborci,1271
07234,025624/3650,Barbora,Hanousekova,OP017814,Velke Zaluzice,1272
05333,850420/9023,Gabriel,Mikulik,MI440655,Ticha Voda,1273
03802,010515/2332,Roman,Krasnohorsky,NI815004,Horny Kalnik,1274
07631,825929/9803,Tamara,Danova,NL352043,Streda nad Bodrogom,1275
98045,735203/9375,Marta,Andrasova,DN131334,Riecka,1276
02601,800317/5866,Lubor,Mensik,CV264520,Benova Lehota,1277
04421,820403/3661,Anton,Klapac,CG214726,Semsa,1278
07652,920903/1063,Tichomir,Korcak,EU766784,Strazne,1279
03845,010101/3169,Gregor,Jakubka,SB806407,Kevice,1280
97401,000408/1299,David,Durkovsky,ZN741757,Molca,1281
02952,865618/1398,Linda,Karpatova,RQ706356,Babin,1282
04481,990528/9904,Jan,Jakuba,TT600851,Velka Lodina,1283
03842,896226/5656,Julia,Macova,MS341210,Benice,1284
97644,885320/5490,Kornelia,Konradova,SZ578528,Myto pod Dumbierom,1285
97401,016006/3548,Zuzana,Kenizova,IX716105,Molca,1286
02952,870820/8589,Bartolomej,Durdik,XH513144,Babin,1287
07213,726114/7556,Vlasta,Hanzalova,IN138327,Stretava,1288
03483,985307/2055,Marcela,Dusickova,LH680866,Besenova,1289
07642,706127/6456,Anabela,Dudovova,IF471536,Velke Trakany,1290
05201,730410/2131,Raduz,Dorko,FS664478,Teplicka,1291
04445,020502/9069,Gejza,Hanusek,OF124721,Svinica,1292
90046,030621/1630,Svetozar,Janko,DQ778401,Studene,1293
04402,805220/5182,Luboslava,Kiselova,UH701725,Zarnov,1294
98053,795529/2079,Gabriela,Macekova,ML668335,Rimavska Bana,1295
90086,900504/9359,Tadeas,Farkas,VA203556,Stefanova,1296
05333,710508/2777,Lukas,Macka,PR851513,Zahajnica,1297
03301,941124/3929,Koloman,Bosnak,CU478108,Jamnik,1298
04445,821225/1788,Matej,Masny,QR124118,Vysna Kamenica,1299
02304,995119/9264,Margareta,Blahova,DQ522608,Klubina,1300
04431,841127/2404,Vladislav,Hanke,OF636522,Teplicany,1301
03482,995130/3752,Lucia,Masnova,LM565181,Kalameny,1302
07223,955408/3190,Helena,Molnarova,ZL240671,Stare,1303
02713,710319/3893,Bohus,Fajnor,HM644861,Hladovka,1304
02304,990304/7237,Arnold,Beihofner,BU074644,Klubina,1305
90875,841212/9719,Tomas,Kendra,UU375602,Studienka,1306
05566,885315/3407,Valentina,Kramarova,UG234130,Uhorna,1307
03401,965513/6135,Julia,Brabecova,ZT385250,Klacno,1308
04932,790726/2895,Lubor,Medved,SD087004,Stitnik,1309
07616,771116/9977,Karol,Frank,GQ864705,Upor,1310
98557,985712/6411,Silvia,Maczkova,ZW701451,Nitra nad Iplom,1311
07616,735927/1687,Dagmara,Martinekova,PC080077,Zemplinsky Klecenov,1312
04445,990917/3303,Ervin,Kocian,YP476865,Zirovce,1313
07234,980420/2838,Svatopluk,Babka,EA238666,Velke Zaluzice,1314
07221,785403/2393,Izabela,Davidova,BT220885,Vola,1315
07605,921127/1901,Cyril,Mora,BO772224,Zemplinske Jastrabie,1316
05334,890824/5676,Vratislav,Andrassy,TZ217858,Stara Voda,1317
01306,761018/9959,Vasil,Bezak,BQ083063,Horna Tizina,1318
05361,760901/2748,Tadeas,Menhert,NZ380555,Vojkovce,1319
02302,975701/7847,Maria,Krajcova,MZ072147,Kalinov,1320
07223,766030/3748,Luboslava,Kiselova,RM758077,Zbudza,1321
07637,876119/9383,Rozalia,Cervenova,AK622781,Svinice,1322
02601,845114/6672,Alojza,Murinova,ZX826834,Benova Lehota,1323
02345,761102/5038,Milos,Bologna,EX410032,Horny Vadicov,1324
99105,766213/3196,Zdenka,Kobielskova,KM084528,Nova Ves,1325
03101,761015/5739,Jarolim,Janosek,EE443656,Andice,1326
02354,941017/1280,Gabriel,Dusek,TW688582,Hlinene,1327
07602,000812/4198,Ladislav,David,SN433158,Zemplinsky Branc,1328
07677,881028/1853,Augustin,Borik,JM856817,Velke Slemence,1329
04402,730513/4550,Milos,Janek,OA574438,Zadiel,1330
90301,835917/8201,Nina,Bilekova,SB188642,Turen,1331
07231,715926/6062,Jozefina,Dudovova,WT576518,Trnava pri Laborci,1332
96801,750618/1736,Bartolomej,Mihalik,MT053407,Nova Bana,1333
01401,836017/3131,Eliska,Jirekova,YD766687,Benov,1334
07202,810524/6468,Jarolim,Blazej,AD803820,Tusice,1335
07213,865227/5965,Nikola,Borovova,NZ448704,Zemplinska Siroka,1336
96001,760625/8028,Vaclav,Mlynar,SW344086,Neresnica,1337
97401,830706/2576,Maros,Durovsky,GA235437,Nemce,1338
07631,835703/5850,Valeria,Jakubcekova,AW184742,Vinicky,1339
97405,976222/5254,Jolana,Galikova,UX843026,Rakytovce,1340
07677,780523/8722,Roland,Gyurovics,HJ576173,Velke Slemence,1341
05001,980602/2449,Vladislav,Majdan,UV582824,Muranska Zdychava,1342
05363,770504/8436,Bohuslav,Bakos,UA275506,Vitkovce,1343
07601,970701/5861,Vlastimil,Martinak,BS040724,Zemplinske Hradiste,1344
04402,900517/5269,Pankrac,Janecka,XC225062,Vcelare,1345
03846,905802/4203,Klaudia,Menovahertova,SL470477,Horna Stubna,1346
02322,780102/6569,Alexander,Magyar,XG846652,Hlavice,1347
07223,750626/2907,Kazimir,Cekovsky,SI307782,Stare,1348
02952,810526/4648,Svetozar,Madar,LP777502,Babin,1349
02201,000710/2363,Tadeas,Macko,LV080565,Horelica,1350
04441,866112/9191,Milota,Frankova,DA685875,Zdoba,1351
07601,730115/7785,Kristian,Magal,UD822318,Zemplinske Hradiste,1352
04421,715501/3380,Miriama,Kaliskova,MQ063001,Semsa,1353
99105,765530/7182,Zofia,Jonatova,VF684346,Nova Ves,1354
04425,860227/5356,Oskar,Bilko,ME684322,Vysny Medzev,1355
99105,956231/5445,Hortenzia,Dudova,GD676706,Nova Ves,1356
07677,806124/2235,Juliana,Masarikova,XX060237,Velke Slemence,1357
90301,946205/3519,Sabina,Moravcikova,YM862563,Senec,1358
04426,991121/1531,Ambroz,Blaha,FN614720,Stos,1359
07602,750719/1644,Patrik,Almasi,XS724414,Zemplinsky Branc,1360
07683,865930/3352,Sona,Durkova,LA427216,Vojka,1361
03844,910711/3254,Vasil,Hanuska,HZ534602,Jazernica,1362
03483,790402/7267,Milos,Dula,OH410688,Ivachnova,1363
07682,890925/4061,Andrej,Mark,AD071584,Velka Trna,1364
07653,735204/9860,Drahoslava,Danova,PK876886,Zatin,1365
02741,790915/1075,Zoltan,Masarik,JT326505,Horna Lehota,1366
02322,765226/7045,Izabela,Klepacova,QF853754,Javorova,1367
02355,995603/9149,Cecilia,Machova,OT512366,Jedlovnik,1368
90064,815416/3763,Sabina,Madarova,GO466843,Suchohrad,1369
07223,725313/3857,Lea,Dudikova,FU040386,Zbudza,1370
01356,001001/7175,Vit,Durovic,TA061583,Hvozdnica,1371
02713,736125/3836,Valeria,Kozmonova,UV531850,Hladovka,1372
05001,030514/6914,Leopold,Konopka,HS352381,Revucka,1373
04426,936129/4163,Valentina,Bilekova,ST653154,Stos,1374
02322,751207/7771,Anton,Molnar,PD264215,Javorova,1375
01311,980820/9521,Zdenko,Michalech,MD634063,Babkov,1376
07221,005415/4635,Romana,Filipova,VX656677,Stankovce,1377
02352,791113/8608,Vladimir,Jurco,MZ282024,Hruby Buk,1378
90086,021216/2323,Gabriel,Kaniak,IL578841,Stefanova,1379
03223,905131/6224,Dusana,Jedlovskova,PK340438,Izipovce,1380
07652,915126/3656,Jaroslava,Masnova,TK271764,Velky Hores,1381
02705,746126/5382,Emilia,Dudova,RZ076604,Biela,1382
96701,901222/7631,Samuel,Jakuba,WO726446,Nevolne,1383
04445,725622/1314,Nikola,Kolnikova,GW161062,Trstany,1384
02345,860421/7277,Edmund,Boor,ES360462,Horny Vadicov,1385
90046,891123/4475,Maros,Maco,UP352262,Studene,1386
90877,845825/2307,Kvetoslava,Kollarova,MF830422,Borsky Mikulas,1387
98045,876026/9656,Gertruda,Moricova,RB541730,Neporadza,1388
07223,895708/2259,Natalia,Banova,MD860748,Zbudza,1389
98021,955528/9552,Viktoria,Bekoova,YK252626,Rakytnik,1390
01342,995915/7703,Xenia,Fogasova,TE000430,Horny Hricov,1391
04426,746015/5565,Andrea,Durkova,VM537407,Stos,1392
03846,795505/8682,Miloslava,Macova,EB630105,Horna Stubna,1393
04411,980929/6048,Rene,Dorko,EW747150,Trstene pri Hornade,1394
03843,736125/3836,Liana,Mlovanarova,AZ635607,Klastor pod Znievom,1395
07677,901030/5465,Kazimir,Hala,FG660281,Velke Slemence,1396
05361,800829/9710,Jakub,Bor,LX253284,Spisske Vlachy,1397
01306,021122/7972,Ivan,Dobsinsky,HO723216,Horna Tizina,1398
97401,941202/5532,Vasil,Dana,MS026505,Riecka,1399
05001,030825/7134,Bartolomej,Mecir,GL733786,Muranska Zdychava,1400
07602,971121/5837,Luboslav,Beran,FU716182,Zemplinsky Branc,1401
05333,905822/7191,Judita,Bartosikova,MP205845,Zavadka,1402
07501,870719/8168,Gregor,Dan,LO324781,Trebisov,1403
99105,960327/8153,Dobroslav,Capka,RW777077,Obeckov,1404
97405,035225/4237,Stefania,Ciganova,KW725022,Rakytovce,1405
02713,735321/6132,Dorota,Janikova,DY827315,Hladovka,1406
04402,950316/1008,Aurel,Melicharek,NJ820032,Vcelare,1407
07672,770615/3906,Fedor,Jano,FL658672,Vojany,1408
05333,846206/9027,Elvira,Jalovecova,MM345888,Zavadka,1409
98045,701106/5058,Valentin,Bano,AX816764,Neporadza,1410
98034,840319/9271,Bohus,Borik,YI455110,Nova Basta,1411
90068,980623/8838,Florian,Kovacik,GX058406,Plavecky Stvrtok,1412
04912,890604/8767,Juraj,Menyhart,WX781161,Tiba,1413
03845,001225/1821,Lubomir,Danko,TK763827,Kevice,1414
07661,030103/5786,Vasil,Menhert,OM625866,Visnov,1415
05001,760321/2075,Koloman,Misik,RA721046,Revucka,1416
07635,840418/5671,Bohus,Miklos,LZ807765,Svata Maria,1417
02963,765125/5193,Malvina,Duffova,GG566254,Benadovo,1418
02755,860618/6974,Oldrich,Madara,CJ586487,Chlebnice,1419
01341,715211/4336,Milada,Macikova,YO211702,Hrboltova,1420
96603,995828/6350,Milada,Hanuskova,BV864504,Repiste,1421
01004,855725/4991,Jana,Frankova,TZ348264,Banova,1422
07801,930926/3822,Izidor,Miler,GU474351,Zbehnov,1423
98252,945830/1167,Eliska,Dostalova,QV568208,Nizna Kalosa,1424
07664,811015/3095,Emil,Capko,ZS830081,Zemplinska Teplica,1425
02952,870224/8661,Konstantin,Klimek,DQ830102,Babin,1426
04018,775308/5621,Olympia,Deakova,HX266433,Vysna Hutka,1427
90873,910517/6735,Julia,Kazik,IC756474,Velke Levare,1428
98265,820706/1216,Bohus,Bilko,GO122158,Ratkova,1429
98545,900326/6639,Moric,Dana,AW731670,Novy Svet,1430
03101,775316/9665,Nina,Mackova,BQ356066,Benice,1431
07231,840829/8032,Vendelin,Maczo,ZF034484,Vinne,1432
04961,890610/4196,Radomir,Kocour,UR483614,Rakosska Bana,1433
07635,960417/4526,Vratko,Bernardi,OG086842,Vec,1434
04924,765812/2661,Angela,Bakosova,CU865183,Vlachovo,1435
07236,840715/7968,Tomas,Melichar,FR630026,Zemplinska Sirava,1436
03843,761102/5038,Matej,Janosek,PW372466,Klastor pod Znievom,1437
98265,780423/3600,Albert,Krajcir,PR336468,Ratkova,1438
90877,920731/5123,Gejza,Bednar,CC617060,Borsky Mikulas,1439
03401,885405/9592,Olga,Gasparovicova,ND352101,Klacno,1440
03223,725311/2129,Bozidara,Martincekova,CO510645,Hlinik,1441
04932,736020/2247,Miloslava,Dererova,CY038310,Stitnik,1442
07634,720620/8206,Rudolf,Michalik,FJ407750,Zemplin,1443
07202,951117/8516,Bohuslav,Gyurkovics,WE304163,Tusice,1444
01004,810113/4537,Ladislav,Duschek,UW852877,Horky,1445
07636,790208/6048,Jaroslav,Mora,SN435401,Velky Kamenec,1446
90086,986029/9100,Maria,Jedlovskova,BB761528,Stefanova,1447
02713,790419/1049,Matus,Dana,IP756427,Hladovka,1448
04431,775224/4110,Patricia,Moricova,HJ078007,Teplicany,1449
05351,876112/2818,Stefania,Dorkova,GV440206,Stefanska Huta,1450
07675,995303/7388,Milena,Jirkova,OM518534,Velke Raskovce,1451
07255,740506/4331,Svetozar,Bella,EF775571,Svatus,1452
07234,765125/5193,Libusa,Klapacova,OV388802,Velke Zaluzice,1453
02305,885208/9989,Kornelia,Kozakova,PX050646,Harvelka,1454
04411,750208/3125,Rastislav,Medvecky,UU430873,Zdana,1455
02957,915407/9749,Albina,Borova,TF255176,Jasenovska,1456
92526,850918/3271,Leopold,Kral,WK361604,Reca,1457
90021,961208/6959,Jan,Janko,EP675447,Svaty Jur,1458
07213,901219/7519,Ctibor,Kandrac,XB506541,Zemplinska Siroka,1459
03101,750905/4833,Fedor,Ban,UI612478,Benusovce,1460
01319,715916/7919,Hermina,Kiselova,VS557114,Klace,1461
96001,760714/4807,Izidor,Melcer,ET445521,Motova,1462
07675,846214/9849,Agata,Frankova,OJ160870,Velke Raskovce,1463
04411,980604/3120,Belo,Koc,MQ741716,Zdana,1464
07672,920919/1805,Bohdan,Forgac,BU236404,Vojany,1465
90877,970701/2322,Raduz,Menhart,EO837038,Borsky Mikulas,1466
02713,940105/3371,Benjamin,Janka,RB644532,Hladovka,1467
01352,730310/8263,Albin,Frano,OG637180,Jablonove,1468
05361,975805/8508,Vilma,Klapacova,OF516568,Spisske Vlachy,1469
07253,985602/2822,Miriama,Jurinova,CZ804135,Zahor,1470
04461,740919/5621,Kamil,Motycka,LL166851,Zlata Idka,1471
98531,980617/7674,Dobroslav,Markus,MO510202,Rapovce,1472
07214,931225/8030,Urban,Michalech,CH536182,Tahyna,1473
90023,891125/2952,Jozef,Michalko,ZF461271,Vinicne,1474
07652,890322/6120,Vaclav,Beck,PL018710,Strazne,1475
04912,020608/4101,Vratko,Kocian,SE063834,Tiba,1476
03815,835721/5580,Denisa,Jakubecova,ZH706435,Blatnica,1477
03221,855415/9601,Anastazia,Jakabovicova,AK282483,Jalovec,1478
03844,715301/8422,Iveta,Danova,PI112756,Jazernica,1479
98601,730613/8781,Radovan,Hargas,FV124621,Ratka,1480
04455,840928/9717,Pavol,Majdan,MK563446,Velka Ida,1481
99105,716001/6273,Gabriela,Jakubcikova,GC768345,Obeckov,1482
04445,861110/1906,Dezider,Kendra,VD860657,Svinica,1483
04018,950424/1685,Radomir,Bilko,JT716863,Vysna Hutka,1484
97669,740317/7519,Oto,Jonata,TE001727,Nova Masa,1485
01314,890704/6579,Branislav,Malisek,KW601536,Kamenna Poruba,1486
02744,720130/4448,Ivan,Ciganik,ZG627377,Horny Stefanov,1487
98034,710928/8333,Rudolf,Balazs,BR076701,Nova Basta,1488
98045,025912/3679,Perla,Borisova,NW853605,Neporadza,1489
07683,010223/7412,Dobroslav,Dado,DI741577,Svatuse,1490
07601,810305/7423,Benadik,Koca,BZ218581,Zemplinske Hradiste,1491
05361,826124/1108,Nora,Moriova,FB565167,Zehra,1492
01004,710206/7154,Demeter,Franek,AA242018,Bitarova,1493
07101,855805/3451,Gertruda,Borekova,KZ300777,Zabany,1494
96223,935215/9325,Sofia,Deveckova,HG142305,Ocova,1495
03204,710206/7154,Gabriel,Macha,LP357733,Benadikova,1496
07243,975823/1659,Berta,Martinova,RU681348,Velke Revistia,1497
05334,850420/9023,Timotej,Filc,IP185838,Svedlar,1498
07217,766109/6630,Ludmila,Klimova,DU617030,Zemplinske Kopcany,1499
07101,775720/8379,Vlasta,Malisekova,SS730000,Vrbovec,1500
04412,985708/2691,Lujza,Kociova,FZ500810,Vysny Klatov,1501
02302,745729/4222,Blanka,Mojzisova,IP134357,Blazkov,1502
04416,896006/6857,Anabela,Borisova,XF464757,Vysny Caj,1503
03204,015429/8861,Helena,Janoskova,FG428215,Benadikova,1504
02204,855520/4211,Lesana,Barankova,SE661043,Husarik,1505
07234,815715/9242,Ema,Krejciova,RT120167,Velke Zaluzice,1506
05001,880121/5071,Erik,Martinek,ZM250757,Muranska Zdychava,1507
04447,805820/2955,Anezka,Kozakova,TV488325,Vtackovce,1508
98541,956106/5878,Natasa,Kociova,WB135406,Novy Sad,1509
07214,030127/3303,Miloslav,Madar,LP842732,Vysocky Dvor,1510
07635,785627/7699,Melinda,Machova,XX402883,Vec,1511
07661,815627/4155,Tamara,Gregorova,NU857364,Stankovce,1512
05566,780323/1090,Julius,Dusik,OQ306360,Uhorna,1513
07231,815314/1730,Jolana,Andrasova,AL034701,Trnava pri Laborci,1514
99126,795624/8446,Cecilia,Dusova,HQ384245,Nenince,1515
04924,781011/4499,Alan,Maros,HC827465,Vlachovo,1516
04426,770918/4847,Radomir,Babjak,RD345732,Stos,1517
04402,810210/6429,Vit,Kozacek,OJ540550,Turna nad Bodvou,1518
02322,865920/2633,Ludomila,Markosova,JH416043,Javorova,1519
05001,930201/4761,Drahomir,Kostrec,UY556436,Revuca,1520
03491,706123/4307,Aurelia,Benusova,KY233623,Hubova,1521
04443,726030/8421,Eugenia,Kotesova,HM430328,Vajkovce,1522
05361,765812/2661,Sabina,Jurcova,VF520333,Spisske Vlachy,1523
03846,926125/9091,Jarmila,Mackova,RL011376,Horna Stubna,1524
05361,935202/7583,Alica,Menhartova,VB180135,Zehra,1525
96681,926220/5502,Michaela,Andrasova,AV502541,Revistske Podzamcie,1526
07202,805220/7893,Jozefina,Dankova,VU281367,Tusice,1527
03815,900609/1649,Jan,Miklosko,FV786254,Blatnica,1528
99126,795616/7095,Izabela,Dvoncova,EG467003,Nenince,1529
98267,756003/4883,Terezia,Cekovaovskova,DE244467,Ratkovska Sucha,1530
07652,890227/1780,Maros,Farkas,XR573072,Velky Hores,1531
07213,910313/4525,Adolf,Borovszky,SZ554046,Stretava,1532
07236,930611/7204,Kristof,Jakubecz,EX118350,Zemplinska Sirava,1533
02201,775629/6670,Tatiana,Bezakova,LM545035,Horelica,1534
02963,890704/6579,Edmund,Danek,DR715388,Benadovo,1535
07602,976209/3946,Eliska,Durkovskova,II630167,Zemplinsky Branc,1536
04911,941211/8241,Matus,Kazik,RG248260,Vidova,1537
02963,870901/3196,Mikulas,Markovits,KI724205,Benadovo,1538
90877,846220/2216,Veronika,Dejova,GI305200,Borsky Mikulas,1539
03483,816115/2306,Laura,Govaurkovicsova,LA323467,Besenova,1540
04441,830523/7592,Blazej,Borek,BU281253,Zdoba,1541
04402,741114/2888,Adrian,Janko,AQ678653,Turna nad Bodvou,1542
01319,841028/1974,Vit,Dan,BS863702,Klace,1543
04901,785728/3899,Alica,Cibulova,VP721467,Muranska Huta,1544
02705,800429/9183,Svatopluk,Koppa,BH265427,Biela,1545
96001,935424/1574,Valentina,Duskova,EC480024,Motova,1546
02963,840516/7355,Kornel,Cobrda,UJ876613,Benadovo,1547
90021,990419/4856,Jan,Borik,LQ505255,Svaty Jur,1548
05201,870221/6783,Radomir,Hanuska,MM356505,Teplicka,1549
01342,925715/2472,Eva,Brunovskova,ZD584837,Horny Hricov,1550
02952,800820/8918,Kristof,Hala,MN300778,Hrustin,1551
07101,945430/4528,Justina,Kockova,RB730784,Zabany,1552
07615,725508/3149,Diana,Krizikova,KS583871,Velaty,1553
05001,830504/6558,Benjamin,Beno,IO085336,Muranska Zdychava,1554
02302,860114/5620,Hubert,Gregus,WG176377,Blazkov,1555
04402,910630/4334,Robert,Madaras,HN735275,Zarnov,1556
90873,986215/5125,Vanda,Mojzisova,EV070114,Velke Levare,1557
07223,771126/5022,Zlatko,Borik,US784725,Stare,1558
97401,820410/2259,Patrik,Braxatoris,HD682830,Molca,1559
07616,716123/1318,Nikola,Galova,OH862555,Stanca,1560
03231,841220/1366,Roland,Arpas,OC320638,Hybe,1561
07202,791103/2280,Blahoslav,Dani,EW802206,Tusice,1562
98531,826205/5790,Natalia,Bernolakova,KB662308,Mucin,1563
05361,030911/4366,Maximilian,Klizan,SK423574,Zehra,1564
07615,035711/9313,Dasa,Garinova,HC205156,Velaty,1565
05363,006028/7271,Lubica,Balazsova,BI275728,Vitkovce,1566
05333,770923/4741,Oskar,Bobula,FK837365,Zahajnica,1567
07652,721029/9030,Zlatko,Krizan,ID050127,Velky Hores,1568
03483,805419/5435,Sidonia,Debnarova,VH542401,Ivachnova,1569
02952,911120/9721,Milan,Kavicky,JQ333061,Babin,1570
04413,725206/3521,Danica,Balogova,EV286076,Vsechsvatych,1571
98265,766010/9384,Nora,Markova,UT204711,Ratkova,1572
04911,931005/7800,Dusan,Boro,GJ416105,Vidova,1573
07672,835114/7384,Stefania,Hanakova,ZB188820,Vojany,1574
98542,745612/7959,Matilda,Duskova,RB325803,Nove Hony,1575
99126,790327/1546,Tichomir,Hala,IR418046,Nenince,1576
03301,865222/5158,Dorota,Krizikova,LO142161,Jamnik,1577
05333,855331/2312,Darina,Maczkova,TW430337,Zahajnica,1578
96701,911201/3302,Alexander,Bruska,DV837513,Nevolne,1579
90081,035404/4850,Anezka,Klepsatelova,RQ027255,Senkvice,1580
01319,855317/4976,Blanka,Mackova,CV726467,Klace,1581
03221,830213/5551,Matus,Jakabovic,GS645341,Jalovec,1582
90026,910717/5932,Felix,Bora,HD140021,Slovensky Grob,1583
07642,880919/9326,Arpad,Maco,ZI732885,Velke Trakany,1584
98558,810323/3535,Vincent,David,HQ373714,Obrucna,1585
90046,945821/1365,Judita,Klapacova,XJ170245,Studene,1586
02941,015129/5678,Petronela,Duschekova,SY250104,Klin,1587
01306,890309/4524,Arpad,Kotian,WQ775813,Horna Tizina,1588
07642,785219/5666,Milica,Debnarova,XH374027,Velke Trakany,1589
01311,790922/4425,Roland,Dana,FR568656,Babkov,1590
07616,981025/3122,Frantisek,Dan,ZT464508,Zemplinsky Klecenov,1591
90044,975619/9893,Margareta,Mackova,YI412553,Tomasov,1592
90638,896009/7529,Branislava,Hanusova,FY736077,Rohoznik,1593
07101,870205/3856,Ambroz,Franko,DB306568,Suche,1594
05001,840515/2919,Tomas,Galik,TN272614,Revuca,1595
04961,741018/6854,Jan,Jirka,QX733315,Nandraz,1596
04413,730513/9187,Oliver,Cerveny,XH841352,Vsechsvatych,1597
07223,810503/6532,Imrich,Murgas,VD055857,Stare,1598
07253,825827/7302,Dana,Kronerova,BQ128212,Zahor,1599
01305,010114/6315,Andrej,Kolar,UF677378,Bela,1600
90044,775907/6932,Regina,Morova,YN803705,Tomasov,1601
05201,771227/7083,Vendelin,Jakubcik,JH418451,Teplicka,1602
07642,710712/1374,Ferdinand,Jancek,ZK245613,Velke Trakany,1603
07635,815930/7209,Anezka,Duffova,HJ336522,Vec,1604
98265,990807/4792,Metod,Dolezal,OP550487,Ratkova,1605
07222,010204/6749,Florian,Danko,LW624702,Strazske,1606
03403,916105/2488,Liana,Haluskova,NC273432,Biely Potok,1607
05001,990506/5415,Kornel,Kopa,AW580458,Revucka,1608
98513,970811/5879,Alexej,Mako,BM474452,Nedeliste,1609
04018,881007/3123,Radomir,Janko,IH122370,Vysna Hutka,1610
07221,966008/1482,Etela,Finkova,TJ553321,Vola,1611
07801,920625/9443,Tadeas,Dula,IE438214,Zbehnov,1612
02201,960605/1665,Boris,Hanus,XC124486,Horelica,1613
98553,881212/4279,Ales,Mrazik,HY808813,Mytna,1614
03483,905605/7570,Magdalena,Abrahamova,WI504680,Besenova,1615
07231,710721/2049,Bystrik,Basko,JQ438310,Trnava pri Laborci,1616
07223,975410/7443,Elvira,Capkovicova,DM504772,Stare,1617
01004,760908/9871,Vladimir,Madaras,WS407231,Bitarova,1618
90638,800805/7628,Ludovit,Kobielsky,SE178615,Rohoznik,1619
05361,931028/5934,Valer,Durek,DO170881,Zehra,1620
05566,771207/9272,Svetozar,Dusek,IK038356,Uhorna,1621
02952,886016/9197,Ema,Masarikova,BI102868,Hrustin,1622
04443,010418/3311,Erik,Mlynar,XP055333,Vajkovce,1623
90873,995506/4908,Livia,Kostrecova,LP638517,Velke Levare,1624
07682,860411/9400,Vitazoslav,Bor,XE751675,Velka Trna,1625
05363,030207/8200,Julius,Masaryk,WN061384,Vitkovce,1626
02957,905731/2411,Bibiana,Filipkova,WX735281,Jasenovska,1627
03403,816109/4456,Eleonora,Fogasova,BP715553,Biely Potok,1628
07216,950118/7526,Vavrinec,Kissel,DY786376,Zbince,1629
98053,870518/2382,Daniel,Mutnansky,YN753216,Rimavska Bana,1630
04932,785315/6893,Ela,Jantosovicova,DN486356,Stitnik,1631
07231,996020/1683,Jela,Danekova,CM103064,Vinne,1632
04445,780204/3405,Vendelin,Fogas,FX400430,Zirovce,1633
04445,975112/8877,Silvia,Janova,XY767261,Svinica,1634
02201,920917/7432,Filip,Maco,DT580116,Horelica,1635
07682,730309/1163,Peter,Krizik,ML388456,Velka Trna,1636
02963,715721/1621,Angela,Kronerova,GR474061,Benadovo,1637
07653,945517/9726,Marta,Mrazova,XC633001,Zatin,1638
03845,955610/3528,Stanislava,Kralikova,QE406168,Kevice,1639
07222,861014/8646,Zlatko,Kandrac,QV368466,Strazske,1640
07801,745624/1465,Agnesa,Danekova,AE256502,Trnavka,1641
04924,905725/5623,Jela,Bekoova,QP485374,Vlachovo,1642
04481,870301/6431,Blahoslav,Maka,EB721110,Velka Lodina,1643
07242,935604/5282,Klaudia,Durkovskova,HI302646,Ubrez,1644
90064,936229/3622,Slava,Duskova,TK637462,Suchohrad,1645
99122,715514/1389,Viktoria,Hilmerova,FK701850,Mula,1646
07501,816202/5180,Petronela,Macova,KA654337,Trebisov,1647
03843,961204/2216,Roman,Janoska,LJ077606,Klastor pod Znievom,1648
04445,856107/9701,Livia,Banova,IX101680,Svinica,1649
04474,780910/2863,Servac,Fridman,PK553582,Vysny Lanec,1650
07635,875101/2929,Bibiana,Kolnikova,ON775475,Vec,1651
03844,735202/5612,Olga,Danova,ZK087024,Jazernica,1652
